sampleID,taxonomy,presence
1545,Wolf or Coyote,1
1635,Chipmunk,0
1635,European starling,0
1635,Deer,1
1635,Deer mouse,0
1635,Cow,0
1635,Elk,0
1635,Flying squirrel,0
1635,Ground squirrel,0
1635,Meadow vole,0
1635,Moose,0
1635,Muskrat,0
1635,Pig,0
1635,Rabbit,0
1635,Red squirrel,0
1635,Red-backed vole,0
1635,Ruffed grouse,0
1635,Snowshoe hare,0
1635,Spruce grouse,0
1635,Wild turkey,0
1635,Wolf or Coyote,1
2141,Chipmunk,0
2141,European starling,0
2141,Deer,0
2141,Deer mouse,0
2141,Cow,0
2141,Elk,0
2141,Flying squirrel,0
2141,Ground squirrel,0
2141,Meadow vole,0
2141,Moose,1
2141,Muskrat,0
2141,Pig,0
2141,Rabbit,0
2141,Red squirrel,0
2141,Red-backed vole,0
2141,Ruffed grouse,0
2141,Snowshoe hare,0
2141,Spruce grouse,0
2141,Wild turkey,0
2141,Wolf or Coyote,1
2155,Chipmunk,0
2155,European starling,0
2155,Deer,0
2155,Deer mouse,0
2155,Cow,0
2155,Elk,0
2155,Flying squirrel,0
2155,Ground squirrel,0
2155,Meadow vole,0
2155,Moose,0
2155,Muskrat,0
2155,Pig,0
2155,Rabbit,0
2155,Red squirrel,0
2155,Red-backed vole,0
2155,Ruffed grouse,0
2155,Snowshoe hare,1
2155,Spruce grouse,0
2155,Wild turkey,0
2155,Wolf or Coyote,1
2623,Chipmunk,0
2623,European starling,0
2623,Deer,0
2623,Deer mouse,0
2623,Cow,0
2623,Elk,0
2623,Flying squirrel,0
2623,Ground squirrel,0
2623,Meadow vole,0
2623,Moose,1
2623,Muskrat,0
2623,Pig,0
2623,Rabbit,0
2623,Red squirrel,0
2623,Red-backed vole,0
2623,Ruffed grouse,0
2623,Snowshoe hare,0
2623,Spruce grouse,0
2623,Wild turkey,0
2623,Wolf or Coyote,1
2636,Chipmunk,0
2636,European starling,0
2636,Deer,1
2636,Deer mouse,0
2636,Cow,0
2636,Elk,0
2636,Flying squirrel,0
2636,Ground squirrel,0
2636,Meadow vole,0
2636,Moose,0
2636,Muskrat,0
2636,Pig,0
2636,Rabbit,0
2636,Red squirrel,0
2636,Red-backed vole,0
2636,Ruffed grouse,0
2636,Snowshoe hare,0
2636,Spruce grouse,0
2636,Wild turkey,0
2636,Wolf or Coyote,0
2645,Chipmunk,0
2645,European starling,1
2645,Deer,1
2645,Deer mouse,0
2645,Cow,0
2645,Elk,0
2645,Flying squirrel,0
2645,Ground squirrel,0
2645,Meadow vole,0
2645,Moose,0
2645,Muskrat,0
2645,Pig,0
2645,Rabbit,0
2645,Red squirrel,0
2645,Red-backed vole,0
2645,Ruffed grouse,0
2645,Snowshoe hare,0
2645,Spruce grouse,0
2645,Wild turkey,0
2645,Wolf or Coyote,1
2648,Chipmunk,0
2648,European starling,0
2648,Deer,0
2648,Deer mouse,0
2648,Cow,0
2648,Elk,0
2648,Flying squirrel,0
2648,Ground squirrel,0
2648,Meadow vole,0
2648,Moose,1
2648,Muskrat,0
2648,Pig,0
2648,Rabbit,0
2648,Red squirrel,0
2648,Red-backed vole,0
2648,Ruffed grouse,0
2648,Snowshoe hare,0
2648,Spruce grouse,0
2648,Wild turkey,0
2648,Wolf or Coyote,1
2649,Chipmunk,0
2649,European starling,0
2649,Deer,0
2649,Deer mouse,0
2649,Cow,0
2649,Elk,0
2649,Flying squirrel,0
2649,Ground squirrel,0
2649,Meadow vole,0
2649,Moose,0
2649,Muskrat,0
2649,Pig,0
2649,Rabbit,0
2649,Red squirrel,0
2649,Red-backed vole,0
2649,Ruffed grouse,0
2649,Snowshoe hare,1
2649,Spruce grouse,0
2649,Wild turkey,0
2649,Wolf or Coyote,1
2650,Chipmunk,0
2650,European starling,0
2650,Deer,0
2650,Deer mouse,0
2650,Cow,0
2650,Elk,0
2650,Flying squirrel,0
2650,Ground squirrel,0
2650,Meadow vole,0
2650,Moose,1
2650,Muskrat,0
2650,Pig,0
2650,Rabbit,0
2650,Red squirrel,0
2650,Red-backed vole,0
2650,Ruffed grouse,0
2650,Snowshoe hare,0
2650,Spruce grouse,0
2650,Wild turkey,0
2650,Wolf or Coyote,1
6310,Chipmunk,0
6310,European starling,0
6310,Deer,0
6310,Deer mouse,0
6310,Cow,0
6310,Elk,0
6310,Flying squirrel,0
6310,Ground squirrel,0
6310,Meadow vole,0
6310,Moose,0
6310,Muskrat,0
6310,Pig,0
6310,Rabbit,0
6310,Red squirrel,0
6310,Red-backed vole,0
6310,Ruffed grouse,0
6310,Snowshoe hare,1
6310,Spruce grouse,0
6310,Wild turkey,0
6310,Wolf or Coyote,1
6311,Chipmunk,0
6311,European starling,1
6311,Deer,0
6311,Deer mouse,0
6311,Cow,0
6311,Elk,0
6311,Flying squirrel,0
6311,Ground squirrel,0
6311,Meadow vole,0
6311,Moose,0
6311,Muskrat,0
6311,Pig,0
6311,Rabbit,0
6311,Red squirrel,0
6311,Red-backed vole,0
6311,Ruffed grouse,0
6311,Snowshoe hare,0
6311,Spruce grouse,0
6311,Wild turkey,0
6311,Wolf or Coyote,1
6316,Chipmunk,0
6316,European starling,0
6316,Deer,1
6316,Deer mouse,0
6316,Cow,0
6316,Elk,0
6316,Flying squirrel,0
6316,Ground squirrel,0
6316,Meadow vole,0
6316,Moose,0
6316,Muskrat,0
6316,Pig,0
6316,Rabbit,0
6316,Red squirrel,0
6316,Red-backed vole,0
6316,Ruffed grouse,0
6316,Snowshoe hare,0
6316,Spruce grouse,0
6316,Wild turkey,0
6316,Wolf or Coyote,1
6317,Chipmunk,0
6317,European starling,0
6317,Deer,1
6317,Deer mouse,0
6317,Cow,0
6317,Elk,0
6317,Flying squirrel,0
6317,Ground squirrel,0
6317,Meadow vole,0
6317,Moose,0
6317,Muskrat,0
6317,Pig,0
6317,Rabbit,0
6317,Red squirrel,0
6317,Red-backed vole,0
6317,Ruffed grouse,0
6317,Snowshoe hare,0
6317,Spruce grouse,0
6317,Wild turkey,0
6317,Wolf or Coyote,1
6318,Chipmunk,0
6318,European starling,0
6318,Deer,0
6318,Deer mouse,0
6318,Cow,0
6318,Elk,0
6318,Flying squirrel,0
6318,Ground squirrel,0
6318,Meadow vole,0
6318,Moose,0
6318,Muskrat,0
6318,Pig,0
6318,Rabbit,0
6318,Red squirrel,0
6318,Red-backed vole,0
6318,Ruffed grouse,0
6318,Snowshoe hare,0
6318,Spruce grouse,0
6318,Wild turkey,0
6318,Wolf or Coyote,1
6322,Chipmunk,0
6322,European starling,0
6322,Deer,0
6322,Deer mouse,0
6322,Cow,0
6322,Elk,0
6322,Flying squirrel,0
6322,Ground squirrel,0
6322,Meadow vole,0
6322,Moose,0
6322,Muskrat,0
6322,Pig,0
6322,Rabbit,0
6322,Red squirrel,0
6322,Red-backed vole,0
6322,Ruffed grouse,0
6322,Snowshoe hare,0
6322,Spruce grouse,0
6322,Wild turkey,0
6322,Wolf or Coyote,1
6323,Chipmunk,0
6323,European starling,0
6323,Deer,0
6323,Deer mouse,0
6323,Cow,0
6323,Elk,0
6323,Flying squirrel,0
6323,Ground squirrel,0
6323,Meadow vole,0
6323,Moose,0
6323,Muskrat,0
6323,Pig,0
6323,Rabbit,0
6323,Red squirrel,0
6323,Red-backed vole,0
6323,Ruffed grouse,0
6323,Snowshoe hare,1
6323,Spruce grouse,0
6323,Wild turkey,0
6323,Wolf or Coyote,1
6324,Chipmunk,0
6324,European starling,0
6324,Deer,1
6324,Deer mouse,0
6324,Cow,0
6324,Elk,0
6324,Flying squirrel,0
6324,Ground squirrel,0
6324,Meadow vole,0
6324,Moose,0
6324,Muskrat,0
6324,Pig,0
6324,Rabbit,0
6324,Red squirrel,0
6324,Red-backed vole,0
6324,Ruffed grouse,0
6324,Snowshoe hare,0
6324,Spruce grouse,0
6324,Wild turkey,0
6324,Wolf or Coyote,1
6325,Chipmunk,0
6325,European starling,0
6325,Deer,0
6325,Deer mouse,0
6325,Cow,0
6325,Elk,0
6325,Flying squirrel,0
6325,Ground squirrel,0
6325,Meadow vole,0
6325,Moose,1
6325,Muskrat,0
6325,Pig,0
6325,Rabbit,0
6325,Red squirrel,0
6325,Red-backed vole,0
6325,Ruffed grouse,0
6325,Snowshoe hare,1
6325,Spruce grouse,0
6325,Wild turkey,0
6325,Wolf or Coyote,1
6327,Chipmunk,0
6327,European starling,0
6327,Deer,0
6327,Deer mouse,0
6327,Cow,0
6327,Elk,0
6327,Flying squirrel,0
6327,Ground squirrel,0
6327,Meadow vole,0
6327,Moose,0
6327,Muskrat,0
6327,Pig,0
6327,Rabbit,0
6327,Red squirrel,0
6327,Red-backed vole,0
6327,Ruffed grouse,0
6327,Snowshoe hare,1
6327,Spruce grouse,0
6327,Wild turkey,0
6327,Wolf or Coyote,1
6341,Chipmunk,0
6341,European starling,0
6341,Deer,1
6341,Deer mouse,0
6341,Cow,0
6341,Elk,0
6341,Flying squirrel,0
6341,Ground squirrel,0
6341,Meadow vole,1
6341,Moose,0
6341,Muskrat,0
6341,Pig,0
6341,Rabbit,0
6341,Red squirrel,0
6341,Red-backed vole,0
6341,Ruffed grouse,0
6341,Snowshoe hare,0
6341,Spruce grouse,0
6341,Wild turkey,0
6341,Wolf or Coyote,1
6342,Chipmunk,0
6342,European starling,0
6342,Deer,0
6342,Deer mouse,0
6342,Cow,0
6342,Elk,0
6342,Flying squirrel,0
6342,Ground squirrel,1
6342,Meadow vole,0
6342,Moose,0
6342,Muskrat,0
6342,Pig,0
6342,Rabbit,0
6342,Red squirrel,0
6342,Red-backed vole,0
6342,Ruffed grouse,0
6342,Snowshoe hare,1
6342,Spruce grouse,0
6342,Wild turkey,0
6342,Wolf or Coyote,1
6344,Chipmunk,0
6344,European starling,0
6344,Deer,0
6344,Deer mouse,0
6344,Cow,0
6344,Elk,0
6344,Flying squirrel,0
6344,Ground squirrel,1
6344,Meadow vole,0
6344,Moose,0
6344,Muskrat,0
6344,Pig,0
6344,Rabbit,0
6344,Red squirrel,0
6344,Red-backed vole,0
6344,Ruffed grouse,0
6344,Snowshoe hare,1
6344,Spruce grouse,0
6344,Wild turkey,0
6344,Wolf or Coyote,1
7144,Chipmunk,0
7144,European starling,0
7144,Deer,1
7144,Deer mouse,0
7144,Cow,0
7144,Elk,0
7144,Flying squirrel,0
7144,Ground squirrel,0
7144,Meadow vole,0
7144,Moose,0
7144,Muskrat,0
7144,Pig,0
7144,Rabbit,0
7144,Red squirrel,0
7144,Red-backed vole,0
7144,Ruffed grouse,0
7144,Snowshoe hare,0
7144,Spruce grouse,0
7144,Wild turkey,0
7144,Wolf or Coyote,1
7188,Chipmunk,0
7188,European starling,0
7188,Deer,1
7188,Deer mouse,0
7188,Cow,0
7188,Elk,0
7188,Flying squirrel,0
7188,Ground squirrel,0
7188,Meadow vole,0
7188,Moose,0
7188,Muskrat,0
7188,Pig,0
7188,Rabbit,0
7188,Red squirrel,0
7188,Red-backed vole,0
7188,Ruffed grouse,0
7188,Snowshoe hare,0
7188,Spruce grouse,0
7188,Wild turkey,0
7188,Wolf or Coyote,1
7189,Chipmunk,0
7189,European starling,0
7189,Deer,1
7189,Deer mouse,0
7189,Cow,0
7189,Elk,0
7189,Flying squirrel,0
7189,Ground squirrel,0
7189,Meadow vole,0
7189,Moose,0
7189,Muskrat,0
7189,Pig,0
7189,Rabbit,0
7189,Red squirrel,0
7189,Red-backed vole,0
7189,Ruffed grouse,0
7189,Snowshoe hare,0
7189,Spruce grouse,0
7189,Wild turkey,0
7189,Wolf or Coyote,1
7190,Chipmunk,0
7190,European starling,0
7190,Deer,0
7190,Deer mouse,0
7190,Cow,1
7190,Elk,1
7190,Flying squirrel,0
7190,Ground squirrel,0
7190,Meadow vole,0
7190,Moose,1
7190,Muskrat,0
7190,Pig,0
7190,Rabbit,0
7190,Red squirrel,0
7190,Red-backed vole,0
7190,Ruffed grouse,0
7190,Snowshoe hare,0
7190,Spruce grouse,0
7190,Wild turkey,0
7190,Wolf or Coyote,1
7191,Chipmunk,0
7191,European starling,0
7191,Deer,0
7191,Deer mouse,0
7191,Cow,1
7191,Elk,0
7191,Flying squirrel,0
7191,Ground squirrel,0
7191,Meadow vole,0
7191,Moose,1
7191,Muskrat,0
7191,Pig,0
7191,Rabbit,0
7191,Red squirrel,0
7191,Red-backed vole,0
7191,Ruffed grouse,0
7191,Snowshoe hare,0
7191,Spruce grouse,0
7191,Wild turkey,0
7191,Wolf or Coyote,1
7192,Chipmunk,0
7192,European starling,0
7192,Deer,0
7192,Deer mouse,0
7192,Cow,0
7192,Elk,1
7192,Flying squirrel,0
7192,Ground squirrel,0
7192,Meadow vole,0
7192,Moose,0
7192,Muskrat,0
7192,Pig,0
7192,Rabbit,0
7192,Red squirrel,0
7192,Red-backed vole,0
7192,Ruffed grouse,0
7192,Snowshoe hare,0
7192,Spruce grouse,0
7192,Wild turkey,0
7192,Wolf or Coyote,1
7193,Chipmunk,0
7193,European starling,0
7193,Deer,0
7193,Deer mouse,0
7193,Cow,1
7193,Elk,1
7193,Flying squirrel,0
7193,Ground squirrel,0
7193,Meadow vole,0
7193,Moose,0
7193,Muskrat,0
7193,Pig,0
7193,Rabbit,0
7193,Red squirrel,0
7193,Red-backed vole,0
7193,Ruffed grouse,0
7193,Snowshoe hare,0
7193,Spruce grouse,0
7193,Wild turkey,0
7193,Wolf or Coyote,1
7194,Chipmunk,0
7194,European starling,0
7194,Deer,1
7194,Deer mouse,0
7194,Cow,0
7194,Elk,1
7194,Flying squirrel,0
7194,Ground squirrel,0
7194,Meadow vole,0
7194,Moose,0
7194,Muskrat,0
7194,Pig,0
7194,Rabbit,0
7194,Red squirrel,1
7194,Red-backed vole,0
7194,Ruffed grouse,0
7194,Snowshoe hare,0
7194,Spruce grouse,0
7194,Wild turkey,0
7194,Wolf or Coyote,1
7196,Chipmunk,0
7196,European starling,0
7196,Deer,0
7196,Deer mouse,0
7196,Cow,0
7196,Elk,0
7196,Flying squirrel,0
7196,Ground squirrel,0
7196,Meadow vole,0
7196,Moose,1
7196,Muskrat,0
7196,Pig,0
7196,Rabbit,0
7196,Red squirrel,0
7196,Red-backed vole,0
7196,Ruffed grouse,0
7196,Snowshoe hare,0
7196,Spruce grouse,0
7196,Wild turkey,0
7196,Wolf or Coyote,1
7197,Chipmunk,0
7197,European starling,0
7197,Deer,1
7197,Deer mouse,0
7197,Cow,0
7197,Elk,0
7197,Flying squirrel,0
7197,Ground squirrel,0
7197,Meadow vole,0
7197,Moose,0
7197,Muskrat,0
7197,Pig,0
7197,Rabbit,0
7197,Red squirrel,0
7197,Red-backed vole,0
7197,Ruffed grouse,0
7197,Snowshoe hare,0
7197,Spruce grouse,0
7197,Wild turkey,0
7197,Wolf or Coyote,1
7198,Chipmunk,0
7198,European starling,0
7198,Deer,0
7198,Deer mouse,0
7198,Cow,1
7198,Elk,1
7198,Flying squirrel,0
7198,Ground squirrel,0
7198,Meadow vole,0
7198,Moose,0
7198,Muskrat,0
7198,Pig,0
7198,Rabbit,0
7198,Red squirrel,0
7198,Red-backed vole,0
7198,Ruffed grouse,0
7198,Snowshoe hare,0
7198,Spruce grouse,0
7198,Wild turkey,0
7198,Wolf or Coyote,1
7201,Chipmunk,0
7201,European starling,0
7201,Deer,0
7201,Deer mouse,0
7201,Cow,0
7201,Elk,1
7201,Flying squirrel,0
7201,Ground squirrel,0
7201,Meadow vole,0
7201,Moose,0
7201,Muskrat,0
7201,Pig,0
7201,Rabbit,0
7201,Red squirrel,0
7201,Red-backed vole,0
7201,Ruffed grouse,0
7201,Snowshoe hare,0
7201,Spruce grouse,0
7201,Wild turkey,0
7201,Wolf or Coyote,1
7202,Chipmunk,0
7202,European starling,0
7202,Deer,1
7202,Deer mouse,0
7202,Cow,0
7202,Elk,1
7202,Flying squirrel,0
7202,Ground squirrel,0
7202,Meadow vole,0
7202,Moose,0
7202,Muskrat,0
7202,Pig,0
7202,Rabbit,0
7202,Red squirrel,0
7202,Red-backed vole,0
7202,Ruffed grouse,0
7202,Snowshoe hare,0
7202,Spruce grouse,0
7202,Wild turkey,0
7202,Wolf or Coyote,1
7204,Chipmunk,0
7204,European starling,0
7204,Deer,0
7204,Deer mouse,0
7204,Cow,1
7204,Elk,1
7204,Flying squirrel,0
7204,Ground squirrel,0
7204,Meadow vole,0
7204,Moose,0
7204,Muskrat,0
7204,Pig,0
7204,Rabbit,0
7204,Red squirrel,0
7204,Red-backed vole,0
7204,Ruffed grouse,0
7204,Snowshoe hare,0
7204,Spruce grouse,0
7204,Wild turkey,0
7204,Wolf or Coyote,0
7205,Chipmunk,0
7205,European starling,0
7205,Deer,0
7205,Deer mouse,0
7205,Cow,0
7205,Elk,0
7205,Flying squirrel,0
7205,Ground squirrel,0
7205,Meadow vole,0
7205,Moose,1
7205,Muskrat,0
7205,Pig,0
7205,Rabbit,0
7205,Red squirrel,0
7205,Red-backed vole,0
7205,Ruffed grouse,0
7205,Snowshoe hare,0
7205,Spruce grouse,0
7205,Wild turkey,0
7205,Wolf or Coyote,1
7206,Chipmunk,0
7206,European starling,0
7206,Deer,0
7206,Deer mouse,0
7206,Cow,0
7206,Elk,1
7206,Flying squirrel,0
7206,Ground squirrel,0
7206,Meadow vole,0
7206,Moose,0
7206,Muskrat,0
7206,Pig,0
7206,Rabbit,0
7206,Red squirrel,0
7206,Red-backed vole,0
7206,Ruffed grouse,0
7206,Snowshoe hare,0
7206,Spruce grouse,0
7206,Wild turkey,0
7206,Wolf or Coyote,1
7207,Chipmunk,0
7207,European starling,0
7207,Deer,0
7207,Deer mouse,0
7207,Cow,0
7207,Elk,0
7207,Flying squirrel,0
7207,Ground squirrel,0
7207,Meadow vole,0
7207,Moose,0
7207,Muskrat,0
7207,Pig,0
7207,Rabbit,0
7207,Red squirrel,1
7207,Red-backed vole,0
7207,Ruffed grouse,0
7207,Snowshoe hare,0
7207,Spruce grouse,0
7207,Wild turkey,0
7207,Wolf or Coyote,1
7208,Chipmunk,0
7208,European starling,0
7208,Deer,0
7208,Deer mouse,0
7208,Cow,0
7208,Elk,1
7208,Flying squirrel,0
7208,Ground squirrel,0
7208,Meadow vole,0
7208,Moose,0
7208,Muskrat,0
7208,Pig,0
7208,Rabbit,0
7208,Red squirrel,0
7208,Red-backed vole,0
7208,Ruffed grouse,0
7208,Snowshoe hare,0
7208,Spruce grouse,0
7208,Wild turkey,0
7208,Wolf or Coyote,1
7218,Chipmunk,0
7218,European starling,0
7218,Deer,1
7218,Deer mouse,0
7218,Cow,0
7218,Elk,0
7218,Flying squirrel,0
7218,Ground squirrel,0
7218,Meadow vole,0
7218,Moose,0
7218,Muskrat,0
7218,Pig,1
7218,Rabbit,0
7218,Red squirrel,0
7218,Red-backed vole,0
7218,Ruffed grouse,0
7218,Snowshoe hare,0
7218,Spruce grouse,0
7218,Wild turkey,0
7218,Wolf or Coyote,1
7220,Chipmunk,0
7220,European starling,0
7220,Deer,1
7220,Deer mouse,0
7220,Cow,0
7220,Elk,0
7220,Flying squirrel,0
7220,Ground squirrel,0
7220,Meadow vole,0
7220,Moose,0
7220,Muskrat,0
7220,Pig,0
7220,Rabbit,0
7220,Red squirrel,0
7220,Red-backed vole,0
7220,Ruffed grouse,0
7220,Snowshoe hare,0
7220,Spruce grouse,0
7220,Wild turkey,0
7220,Wolf or Coyote,1
8093,Chipmunk,0
8093,European starling,0
8093,Deer,0
8093,Deer mouse,0
8093,Cow,0
8093,Elk,0
8093,Flying squirrel,0
8093,Ground squirrel,0
8093,Meadow vole,0
8093,Moose,0
8093,Muskrat,0
8093,Pig,0
8093,Rabbit,0
8093,Red squirrel,0
8093,Red-backed vole,0
8093,Ruffed grouse,0
8093,Snowshoe hare,0
8093,Spruce grouse,0
8093,Wild turkey,1
8093,Wolf or Coyote,1
8103,Chipmunk,0
8103,European starling,0
8103,Deer,0
8103,Deer mouse,0
8103,Cow,0
8103,Elk,0
8103,Flying squirrel,0
8103,Ground squirrel,0
8103,Meadow vole,0
8103,Moose,1
8103,Muskrat,0
8103,Pig,0
8103,Rabbit,0
8103,Red squirrel,0
8103,Red-backed vole,0
8103,Ruffed grouse,0
8103,Snowshoe hare,1
8103,Spruce grouse,0
8103,Wild turkey,0
8103,Wolf or Coyote,1
8108,Chipmunk,0
8108,European starling,0
8108,Deer,0
8108,Deer mouse,0
8108,Cow,0
8108,Elk,0
8108,Flying squirrel,0
8108,Ground squirrel,0
8108,Meadow vole,0
8108,Moose,1
8108,Muskrat,0
8108,Pig,0
8108,Rabbit,0
8108,Red squirrel,0
8108,Red-backed vole,0
8108,Ruffed grouse,0
8108,Snowshoe hare,1
8108,Spruce grouse,0
8108,Wild turkey,0
8108,Wolf or Coyote,1
8109,Chipmunk,0
8109,European starling,0
8109,Deer,0
8109,Deer mouse,0
8109,Cow,0
8109,Elk,0
8109,Flying squirrel,0
8109,Ground squirrel,0
8109,Meadow vole,0
8109,Moose,0
8109,Muskrat,0
8109,Pig,0
8109,Rabbit,0
8109,Red squirrel,0
8109,Red-backed vole,0
8109,Ruffed grouse,0
8109,Snowshoe hare,1
8109,Spruce grouse,0
8109,Wild turkey,0
8109,Wolf or Coyote,1
8113,Chipmunk,0
8113,European starling,0
8113,Deer,0
8113,Deer mouse,0
8113,Cow,0
8113,Elk,0
8113,Flying squirrel,0
8113,Ground squirrel,0
8113,Meadow vole,0
8113,Moose,1
8113,Muskrat,0
8113,Pig,0
8113,Rabbit,0
8113,Red squirrel,0
8113,Red-backed vole,0
8113,Ruffed grouse,0
8113,Snowshoe hare,1
8113,Spruce grouse,0
8113,Wild turkey,0
8113,Wolf or Coyote,1
8114,Chipmunk,0
8114,European starling,0
8114,Deer,0
8114,Deer mouse,0
8114,Cow,0
8114,Elk,0
8114,Flying squirrel,0
8114,Ground squirrel,0
8114,Meadow vole,0
8114,Moose,1
8114,Muskrat,0
8114,Pig,0
8114,Rabbit,0
8114,Red squirrel,0
8114,Red-backed vole,0
8114,Ruffed grouse,0
8114,Snowshoe hare,0
8114,Spruce grouse,0
8114,Wild turkey,0
8114,Wolf or Coyote,1
8115,Chipmunk,0
8115,European starling,0
8115,Deer,0
8115,Deer mouse,0
8115,Cow,0
8115,Elk,0
8115,Flying squirrel,0
8115,Ground squirrel,0
8115,Meadow vole,0
8115,Moose,1
8115,Muskrat,0
8115,Pig,0
8115,Rabbit,0
8115,Red squirrel,0
8115,Red-backed vole,0
8115,Ruffed grouse,0
8115,Snowshoe hare,0
8115,Spruce grouse,0
8115,Wild turkey,0
8115,Wolf or Coyote,1
8116,Chipmunk,0
8116,European starling,0
8116,Deer,0
8116,Deer mouse,0
8116,Cow,0
8116,Elk,0
8116,Flying squirrel,0
8116,Ground squirrel,0
8116,Meadow vole,0
8116,Moose,1
8116,Muskrat,0
8116,Pig,0
8116,Rabbit,0
8116,Red squirrel,0
8116,Red-backed vole,0
8116,Ruffed grouse,0
8116,Snowshoe hare,0
8116,Spruce grouse,0
8116,Wild turkey,0
8116,Wolf or Coyote,1
8117,Chipmunk,0
8117,European starling,0
8117,Deer,0
8117,Deer mouse,0
8117,Cow,0
8117,Elk,0
8117,Flying squirrel,0
8117,Ground squirrel,0
8117,Meadow vole,0
8117,Moose,1
8117,Muskrat,0
8117,Pig,0
8117,Rabbit,0
8117,Red squirrel,0
8117,Red-backed vole,0
8117,Ruffed grouse,0
8117,Snowshoe hare,0
8117,Spruce grouse,0
8117,Wild turkey,0
8117,Wolf or Coyote,1
8118,Chipmunk,0
8118,European starling,0
8118,Deer,0
8118,Deer mouse,0
8118,Cow,0
8118,Elk,0
8118,Flying squirrel,0
8118,Ground squirrel,0
8118,Meadow vole,0
8118,Moose,1
8118,Muskrat,0
8118,Pig,0
8118,Rabbit,0
8118,Red squirrel,0
8118,Red-backed vole,0
8118,Ruffed grouse,0
8118,Snowshoe hare,0
8118,Spruce grouse,0
8118,Wild turkey,0
8118,Wolf or Coyote,1
8120,Chipmunk,0
8120,European starling,0
8120,Deer,0
8120,Deer mouse,0
8120,Cow,0
8120,Elk,0
8120,Flying squirrel,0
8120,Ground squirrel,0
8120,Meadow vole,0
8120,Moose,1
8120,Muskrat,0
8120,Pig,0
8120,Rabbit,0
8120,Red squirrel,0
8120,Red-backed vole,0
8120,Ruffed grouse,0
8120,Snowshoe hare,0
8120,Spruce grouse,0
8120,Wild turkey,0
8120,Wolf or Coyote,1
8122,Chipmunk,0
8122,European starling,0
8122,Deer,1
8122,Deer mouse,0
8122,Cow,0
8122,Elk,0
8122,Flying squirrel,0
8122,Ground squirrel,0
8122,Meadow vole,0
8122,Moose,0
8122,Muskrat,0
8122,Pig,0
8122,Rabbit,0
8122,Red squirrel,0
8122,Red-backed vole,0
8122,Ruffed grouse,0
8122,Snowshoe hare,0
8122,Spruce grouse,0
8122,Wild turkey,0
8122,Wolf or Coyote,1
8123,Chipmunk,0
8123,European starling,0
8123,Deer,0
8123,Deer mouse,0
8123,Cow,0
8123,Elk,0
8123,Flying squirrel,0
8123,Ground squirrel,0
8123,Meadow vole,0
8123,Moose,0
8123,Muskrat,0
8123,Pig,0
8123,Rabbit,0
8123,Red squirrel,0
8123,Red-backed vole,0
8123,Ruffed grouse,1
8123,Snowshoe hare,1
8123,Spruce grouse,0
8123,Wild turkey,0
8123,Wolf or Coyote,1
9084,Chipmunk,1
9084,European starling,0
9084,Deer,0
9084,Deer mouse,0
9084,Cow,0
9084,Elk,0
9084,Flying squirrel,0
9084,Ground squirrel,0
9084,Meadow vole,0
9084,Moose,0
9084,Muskrat,1
9084,Pig,0
9084,Rabbit,0
9084,Red squirrel,0
9084,Red-backed vole,1
9084,Ruffed grouse,0
9084,Snowshoe hare,0
9084,Spruce grouse,0
9084,Wild turkey,0
9084,Wolf or Coyote,1
9106,Chipmunk,0
9106,European starling,0
9106,Deer,0
9106,Deer mouse,0
9106,Cow,1
9106,Elk,0
9106,Flying squirrel,0
9106,Ground squirrel,0
9106,Meadow vole,0
9106,Moose,0
9106,Muskrat,0
9106,Pig,0
9106,Rabbit,0
9106,Red squirrel,0
9106,Red-backed vole,0
9106,Ruffed grouse,0
9106,Snowshoe hare,0
9106,Spruce grouse,0
9106,Wild turkey,0
9106,Wolf or Coyote,1
9107,Chipmunk,0
9107,European starling,0
9107,Deer,1
9107,Deer mouse,0
9107,Cow,1
9107,Elk,0
9107,Flying squirrel,0
9107,Ground squirrel,0
9107,Meadow vole,0
9107,Moose,1
9107,Muskrat,0
9107,Pig,0
9107,Rabbit,0
9107,Red squirrel,0
9107,Red-backed vole,0
9107,Ruffed grouse,0
9107,Snowshoe hare,0
9107,Spruce grouse,0
9107,Wild turkey,0
9107,Wolf or Coyote,1
9108,Chipmunk,0
9108,European starling,0
9108,Deer,0
9108,Deer mouse,0
9108,Cow,0
9108,Elk,0
9108,Flying squirrel,0
9108,Ground squirrel,0
9108,Meadow vole,0
9108,Moose,1
9108,Muskrat,0
9108,Pig,0
9108,Rabbit,0
9108,Red squirrel,0
9108,Red-backed vole,0
9108,Ruffed grouse,0
9108,Snowshoe hare,1
9108,Spruce grouse,0
9108,Wild turkey,0
9108,Wolf or Coyote,1
9109,Chipmunk,0
9109,European starling,0
9109,Deer,0
9109,Deer mouse,0
9109,Cow,0
9109,Elk,1
9109,Flying squirrel,0
9109,Ground squirrel,0
9109,Meadow vole,0
9109,Moose,1
9109,Muskrat,0
9109,Pig,0
9109,Rabbit,0
9109,Red squirrel,0
9109,Red-backed vole,0
9109,Ruffed grouse,0
9109,Snowshoe hare,1
9109,Spruce grouse,0
9109,Wild turkey,0
9109,Wolf or Coyote,1
9111,Chipmunk,0
9111,European starling,0
9111,Deer,0
9111,Deer mouse,0
9111,Cow,0
9111,Elk,0
9111,Flying squirrel,0
9111,Ground squirrel,0
9111,Meadow vole,0
9111,Moose,1
